address,balance
0x6664d7a1fc816810827c477c0ab1a42ecf7d6b57,1001789398891700141159
0x6662bc0cc2a01497d6628902bf134a0bf74ac2d9,600791495000000000000
0x6664ed90bdb9c8bc89ae4bc8d8b3a3f5f6ce92d8,404450812992382508925
0x66624f19526c443c82ef579eab9ce54da9366192,379997143988807966000
0x666c1f29db2a8d01234b896f789a574a2f4561e2,354563614103680000000
0x666532c594383b7023dcbabdea6612104172f0bf,319700000000000000000
0x666985ffc9cbc00ea8d7184768f375d073045a39,300007000000000000000
0x666907d2dcf156393f187b1243d40add4443f0d0,298283761600000000000
0x666d1d5258f168a9ba226986e97d7208545e8084,261062898265000000000
0x666db6432f36ddd8cd91654fda4078a05f3bdc30,223081698132646701270
0x666d68e384bd3d2f2cf2ae5596e69d251e700000,100427481013622511471
0x66624c346b595aa9b1b7d21e01f8b442efc95f29,88826076690071000000
0x666ee8eb3cccefe3f4ae63f63b7e6f8969bbece3,88583370000000000000
0x66699824f0da4e7136de83374315d6f0f7e699ab,72646677600000000000
0x66644a47c16441d55b76a95ed3c77ebc2b583a8d,67241924889984690994
0x666ca369c117bfe021aecca6cc7d28ef5ed35eef,62500000000000003840
0x666fa92e8f8a81f7054a8985cc79e6a2c03e74c0,62275895500000000000
0x6660e039a00cc385a26a7452eecb59856578e6d0,61702438000000000000
0x66657174705294153661579ef1076cccdbebd71d,61234316917200000000
0x666ebe3417d9acf485b626ff3267ddbc972af1f1,58706629564598699657
0x666a5a4debf50e99d2fc11e24c79931163a5b6be,54704124281204365058
0x666860149227a24df21beeadc2be2b35f2db130e,54523843293211266041
0x6661f0bc103f725ad9c5ffaf3fa9fa48981a9000,48600000000000000000
0x66649466be49f3010895f28241fc7bf01841d772,45126981911939947542
0x666b7d732f085cd715f0eae1aed40660d4a0c000,43900000000000000000
0x666f27eccf0b4e17c02278b45653000c7028c9d1,43005355682874942000
0x666d7ff06e26881c7dc42d4f1edf60898dd3a444,41500000000000000000
0x6664542f14b7310ad7265c84b9ddc0a171e4a60b,40044552180000000000
0x6669cfaf21adf3e1e313c561347520d7bbb8c9b4,36090383030000000000
0x6663d8627087480c8d71f45a67130bf9bb387999,35600000000000000000
0x666da34769c3c8aab2cd8831de439797798358a5,35036940810000000000
0x6669b6c6d19ecd29402fb90103197cd5de5a6df2,33869310850000000000
0x6665535758337a16aa724ce5780cb0c99088ee4b,32646933437000000000
0x6663be61ba2bd7af4337180c7ea2921d14b687ed,32644653776979812469
0x666cb67e0714b7aa37d9d419ccaf073acdde8bd5,32595322622555555554
0x666e66a2ad6d6b5bced82ee5844a9f3d937a4c75,32135874066301983095
0x666cb460a21a0614ca7e5c7054bdb1b1e435e333,32100000000000000000
0x666c6ebf2ef3c6de655317c120cc828cc8a77bf3,32083509213802416298
0x666fe75d1df0eedc19ff6b4244e017c9f50dda2f,32000000000000000000
0x6660a2b20c17ce26da74fa9c76f2697d1a39ef14,31997797069969361000
0x666c1ebe58d0fc822a8a9616818b4d56c25ac020,31631278000000000000
0x666ce60009eb0fad56c81f339cb051cce7f64444,31500000000000000000
0x666aa955b7289a722bc4b8745dd20d55bb073700,30060905260000000000
0x666e879e78dd131fde7f858294ed18e52da8863d,27207737750000000000
0x666d834fa5722905eb36eebe802c7fc08072fe61,26100733530000000000
0x66667c33ba5dd8cab3a635586b95f55304014444,25199160000000000000
0x66679c7c18e09e157503b1d3a7eefc3d591608cd,25066031165505616517
0x6660984fb38806d10f715d4be99b79f6cc44fa39,24985630769150000000
0x6666827e8f2220ddf718193544889f3b482ed072,24940346674534137419
0x666c4e6aa8ab0b66972a6cf6e172d193dd8d4208,24787757000000000000
0x666805ff54a834037e895a4d5160c20c47244a2f,23500000000000000000
0x6664ba500fceab6e6ad3b0596ad692fa9a957996,22057605443352645059
0x6662e8cac7be1c4cc7975877840525551cf06397,21995000000000000000
0x6662034d015eed5993eafb7c291b7ef5eab5e8b2,21329007746868632485
0x66664a749be9772116be7d145196e176f4cc9a1d,20839565788999999999
0x66649aba33a68d8a744100ebc3da52238be88a85,20307169000000000000
0x666792d265720a0d893060d98398ebf79f086e99,20019237917840174168
0x666746fb93d1935c5a3c684e725010c4fad0b1d8,20000000000000000000
0x666b0a5e0dc5b65947cd6d37523fe4ff15409895,18644990250052579000
0x66664ac9551a862ba9a7a31804eb0925953c0c6e,18540967305016900600
0x66660488da67b5714265c56c75ca648229c80d63,17968879430000000000
0x6667e7647206b606400a344eefbd5dd14c532f67,16988238585000000000
0x666d7258e9a7f285ced43097287056bfd436a02c,15090713642747953645
0x6660d722284f2938a998cf6d3e8bee4c94d3ca46,15042667599439030277
0x6668d6fd683390de8c1f09324016a0aa50f09b88,14875592290000000000
0x66695690332a3dfe685c84c6754b1b6fd72a1791,14552510969932916000
0x6665a5a00ef3388328cb0713c008099e3e7b7092,14550202570631063630
0x666b65de95e8a9298ad2edf8a4205ff6b9d5c5f4,14182237030000000000
0x666c535da09d6f792664ab3d422eae8405499fe4,13937760610759695000
0x666885d96454f3894aa1b8081ff8c42612fdda42,13762670000000000000
0x666229f3735b4561d352922e19f78d53a225c0b7,12923214663621220772
0x66648ec0eee404e33ac8cd7995e955bc438f25cf,11953923400000000000
0x666d60c9398c1fcbec1c154285e28bd61670c7d2,11832902914257248077
0x6661f129221ea34e37e04bd808ad948cad9b8a96,11783828603684357241
0x66674d7f11658f01e8c41264a498aee6dfcbe34d,11731610512200331447
0x666dcdc76039187140668027e927f27188064ca6,11510689439906065830
0x666f52416ec2af799718d5db0494f784eab1496f,11122311169000000000
0x666710951219cdefd1ba7d492d2e089558a10274,11097521529999998976
0x66661009fb0bafbfc076cf4a0a52ac9dcac97d3d,11075084950849000000
0x6660a3b7647a5014dd5fb05f2f0eb150751ebb06,10947542960000000000
0x666b6697f0b7df2efb03c2747e47528c03c2764b,10832160753699471000
0x666847e3362ca64357ce3618b822d26c6287a290,10638393800000000000
0x666c275834d4bdd72745ed721919c6dd99d82b1d,10595599120000000000
0x666e9192a1e4722e067b3d6dfef74515a197d534,10559230747773846000
0x666d514133f2edd5cbb33100d60d5d4469ad489b,10269240540000000000
0x666a3acf2aea599fcdf7fe3aad66a25519ec7a20,10181469244683466435
0x66611ee3c9e033eec00cb8b60572d490cdc8e2a6,10149146550000000000
0x66639c1089bc7ee001e7fe0e1fc3c09c9ee01178,10063995550000000000
0x666fcce691f1a0679652fe1793fffc3631b70b3e,10041996546252963601
0x6662905d45dbf528c2fbc886ad592c95dffcde8f,10033695902903078796
0x66666ee12a9f3ba9bdd72d9e91ce83e4a6fc1146,10016655953386288633
0x666b59c335d359a62e89edabcd8b59aa08e06d44,10000000000000000000
0x66624a9c6fcab798268d7cadcb13c99d8283029e,10000000000000000000
0x6667b134242688b80cbddbfa8dfbc120ade3ada2,10000000000000000000
0x6669eaa1cee9520dcce64b73a71a32cca1d10557,9972588562301989811
0x66644f52dba9a20d3d28ed3302c01e3ee03ee72f,9893616940000000000
0x6661fb2997fefb0bd85c9a713f3e18337889a4e0,9664967021675092721
0x6669e2a38f85eb2621940e622360971a7d11562b,9430549590000000000
0x666561d78e37e29ef8e7b9645b0bfdc32f39e972,9197292432144901000
0x666737deb092a825842e5a648177c08c0f99a4e1,9097391650000000000
0x666f7877136f0d9450ed2add21b6cd968cd135b7,9000000000000000000
0x666057702ec022f018c7f641d298afe204ed4c89,8995947000000000000
0x66642139bdde2d2e50a94f60f7fc039acd01d286,8981355757460827991
0x666652cd334df43cb0adf6cb2830f5e11152506a,8820025876355300000
0x666638182df468488deb22af0d0ee0affab6fc3d,8627483608778773483
0x666a798d02ec2b9328274336865a0b126ae973b3,8413439414066457319
0x6661db195721c69816177958aaccc57cbff1a961,8274483066096398028
0x6669eddc3fc16b371aa44f6954363cad3463d107,8241563746000000000
0x666d4ad5795cf98a97d7dd07a4c84f48050ceb12,8209234804000000000
0x66683693c9168af036d11125c043fb79237084c6,8085034595202632210
0x666eaab919b4598d8a5ff0c08dfdb338877884a3,8077112770000000000
0x6661c4817e31b9c6f6476c14a54c45bf414f6dac,8050309050000000000
0x66641cdae7de34ade68d6937be538630a676c105,8000000000000000000
0x6660704fbdc83a395f779b6cb73488f2957457c6,7883943930002467217
0x666e472f38a314f9bfe58181a3e7da8bde45e580,7601177470000000000
0x6668b9a5b8829caa12937b2cd248d85111e14048,7255969860000000000
0x6666e4ced57ed54a72b7e1ef32f6eab0efded804,7235000000000000000
0x666d5ba3f2d0fc60d5b2cca94fae9fabafd6a3e1,7082211156800000000
0x66644d08db749137d409536620422b36c01717a0,7035676860000000000
0x666591c23277ba7f9aa4284510a0b431b9ee5f70,6985463279790536758
0x6662cd48d28dd6440c87d7c80bd7a2168f058367,6956106999079124821
0x6664763da36d8b0cfc6593c07007e150f3f27539,6798218853759744963
0x66634563eaa31d540197507ba4d549ab250599b0,6797273010000000000
0x666eedf593d66a3df42a484c0d337e2e484baa9a,6495246121669042268
0x666d93347d86b74db42c91b8ad2f9f8b7c94ba36,6489629459157494704
0x6668f5a7caac70bf7dc7a7dbc12a4c4b8ccfc8fc,6399917350000000000
0x66625d46c388a1880d2f0d576b6340d7ac20282d,6280253359811762518
0x6660e35dfa6b472a35304833c809b430dfe1e58f,6241449900000000000
0x666dba0caf3486fc4f30809486fa1fb67041cde6,6235987056001360542
0x666100827c9b2c063c8544911e8ace22ed7e3cb1,6226252642270929677
0x66612e44938d3b107461d66d4cf44d815dd26d70,6199128129817917338
0x666b851de061112c5f746fe06efc06c6923ccac9,6116338411688739000
0x6669b9b4337dd11e95899b5ff324ed3fa814669c,6113273302772448368
0x6662d9e934a6e9563c2094b6df225ab21620a24a,6054321710000000000
0x666bfb402c9a8c0f40bc8a745dd6c7c511a56e89,6044970051101445026
0x666a8d1b28486896b38842100ac43c4d4211270b,6021407259277557984
0x6665b5cf97f7b599c7db9192a511f3a266781d23,6000000000000000000
0x666f021e6f720efb20f6a1ac02f2b1cb43ae967a,6000000000000000000
0x66655d9c862ce75facff028718786a5e81f37809,5957585224730964716
0x6663c8272826c429d3d69b8a8d2fb82ad709c697,5807360663724994000
0x6664f5be41114f0d64fc6613c0ec81f972de490e,5734330510000000000
0x666fdfb873c2f055d4667bcac2c8088aa6b79450,5713000000000000000
0x6661454c3e3746ef864f1166bb0836902d80e454,5658200550000000000
0x666df242b5b9d229a95f1a9b515da5faa443337c,5595649876277736232
0x666c2ef3b5f9d8707bbac63f74eb6dde38c81dbc,5564579919508502577
0x6666be55dc3abef5e5e106d81c11a64c2223db14,5528662779000000000
