address,balance
0xbad99b02a7bec23a243a7468997f0523b188b55b,2950912954128000000000
0xbad8c2511d0da615f0dec75069ca8bc40d268738,1246125689600000000000
0xbad8502fd306748650b0f2c4ca098bd409ee3570,776396556954710231078
0xbad4c98dbf9c7cc1a0ed29374c78b48b013987d8,737329090619999979000
0xbad33035c86d06525c9b7019866df225a71401f7,566342261473000099794
0xbada564975e41d71aac8490be37798f53b9f8263,327455310760000000000
0xbad77fe3dcbc0bac27e104f3872b07435bea8654,290650143721472066824
0xbad137bdcb2e3edbf3f444eb42221f25be7dc44c,274602008546799713826
0xbad0c9fb8065fb1e26dcf6ad13ada59ef9bae45a,257617942039939091401
0xbad1990c2967231bc9a4fa9562ea68e65dd2b25d,210497451947959049274
0xbad8162b20dca734103dc94ff069117baf59c9a2,170498360048036923872
0xbad7f8466082193f2ffad5e869f40eb1743e1796,131676272692906315168
0xbad59f5f346bb273b1a71619e1b9fb1ad4335af3,131485029325141193728
0xbad39c10cbb3a7ce68737b34e7567f5a7da88394,131072853415000000000
0xbadc0cb3881121eaa2be50ecce8d6ef97b38474b,125897252167000000000
0xbada8fe7cf84a7b92e6ed99a7afa694dca50fbca,121508978187486819000
0xbadf3672313859298b0e90879698e9e55ea053ea,107356903969004758044
0xbad721b09c24d70445f0498273fcb4fe29c18999,103389197000000000000
0xbad48e772a431ea17efae5c138b6b096a0044c5c,89514994568639281500
0xbadc0de027c5c1aa8917db7c93aec6c4281f6eca,89442127630126734891
0xbad73e37f8e3f6e2fb7359b2f93dc2e9be93ecae,87472608190000001024
0xbad66f066a55319ed225b83f163915dfbed9bac7,84143405930000000000
0xbad70c1d02079a9aacbadf0c5497734e3d5876e4,70146345899969361000
0xbadb505c54c53b2e85e6db3df874575d43d21f4e,69153462782453076000
0xbade394aa3e5a89a93214a6ca98c367a40e4eb68,58298362241690045745
0xbadb34560712bf98c93e168bf9343fb627162edd,55939221943637206891
0xbad7207a9b88bd824d35638ad547715224beb3c1,55842748306029162602
0xbad97fa508bb990420b9ad7b18698eb5d7957a9f,53998036675646566378
0xbad662ee02b1efdad06af18295e1ea6b1476ab26,53706771690000000000
0xbadc6935bf3b878e8c5198a2c542677bc679f8da,50001515118217828828
0xbad10093e62f4c33e968dc39a0c4c71bf0795615,50000000000000000000
0xbadb3ed2b6262f5db9b6ff4d4243c624d3527c79,48603046370000000000
0xbad7c244980c201ba41883fff061653ad3074c27,47059997610000000000
0xbad9e204aef3429c0d4b7fc061ae43dc74ad29d9,44845661619990064000
0xbad9102532dc32f3ef552b8e6b004f925d25af45,42950263135475418270
0xbad386fb625e1111e351623146a9918fcb08e50f,41757519069427696269
0xbad3ab2f2d384cf36b7f130788be00d5279bf18f,39880726995791225152
0xbadca819efcd44991d14d3cd00f53208de784ea3,35954684743695654800
0xbadd369161164ecf3b5f58cb3c73e2baf3288bc3,32286415330000000000
0xbad487baa8e349272d0f3bf1578870f2647072f3,30572582007998435733
0xbada235e37f8ceba768cb167518c869a3765992c,28766752252803889579
0xbad0240c72d9d85b7a214ac97cad9b8c349d42e4,28519441319574543217
0xbadc52501c68296e940dbae86872f371734284ce,26105375400000000000
0xbad3bf7c95079cec4613a079e4eb388f1af1e225,25402950000000000000
0xbad31b9621fbe37bc378b72d264cb046b1813b7e,24912543210000000000
0xbade6d79baa4b76c04ce8fec739150225b03b7f6,24792140324575672763
0xbad69b8b5ea4aa521acd770e16a74d25fdc403da,24487029014753948920
0xbad0615c93337d3d84607fcdccb4bbb3d8e64d69,22406478765300788650
0xbad2efeb4ae14b19198552fb2d6cd9ef2af47240,21761749546629614107
0xbad639a1245961ae6a62ef3475056b4d6649e5ce,21169996405591999616
0xbadf145fa1fd476bba9964057ca7c2ef908147a0,21001000000000000000
0xbad261e338275337030f2e1a8e16b28cc315f591,20323773770000000000
0xbad1655f843f1f9ec811fce57f5ed9dd9c2dad4c,20279920000000000000
0xbad68105a77c7ff66a61f135e5a812ada6de65b6,20276728510000000000
0xbaddb642e9062b06d6462fd6b46a69287ee307e0,20011134293569361000
0xbad360be5e9ed5b5c6b3b50f1f7aa72cc206e5f5,19013142178000000000
0xbadb322842e93cce9e8ae36bb0de761b49acc4e5,18001515000000000000
0xbad86bda35b4e4c5574c5288f2932f5a8abe5f46,17987342847336682675
0xbad519c1ae4057d53c6c89942ddaf619b0f941b4,17869147424535388672
0xbad2fdaed0fb2b295457f392d7ec3707b322697e,17466319866890078674
0xbad5ff5c70eb4c2b84a63eb46019057dffbfac68,17399773100000000000
0xbad0abe0feb69066fe90804f43682313fd67a815,16653839360000000000
0xbade29be34e2395ac6acb24c73b866663de6f067,15498425000000000000
0xbad0afefa1338b3f2f11b2cffd37465fe6dd2f90,15001366633811937400
0xbad0a8e1dfe341b0ce32adc60e4c4804fb016fca,14834993354327005703
0xbada97280cd0058944905248291628f5ae95a225,14298979143165389099
0xbad31278cd026753d60ec1742ef9d933159246f8,14125077402319643966
0xbada0844f715decb746c7c140245599fb1a88a97,13896741159392527000
0xbadb054ebf2d3ab5640f7b431169900a7d201080,13704403365073664000
0xbad36a4d1e3c9a60bdecf1fefd0bf5d9f4338761,13574857552895402493
0xbad7125f344b34ab37607de882c68d0c22f67482,13412000000000000000
0xbad8c0d8011e559b693e9eed987c8278f5b4c04c,13411186462160842045
0xbad52ec633144803ed59260c879a0ef177aebf6c,13050375206796090656
0xbad58094b52515b7517a92c2aabdd0cacd84fb72,13000882792205314705
0xbad01b63a16dfc796cd70fff72e0bd1948bb2275,12975685551515612875
0xbad1851f4f9ace4c2bb1e2dd0ff0671f039f9ddf,12661916260000000000
0xbad8d42420721cb8d5f08e81709923b815a8864a,12475609300000000000
0xbad52182ce3f3f65b15418883c9eec21b4d73a4b,12000010000000000000
0xbad2e534edcaba41a9e44343e08f60dbc38a80de,11916460000000000000
0xbadd981a34319371481d9f3d2a387c8bdad9fad1,11848181260000000000
0xbadf0b4c97cfa11ea54cd6cc23aa839cab81efa9,11268780000000000000
0xbad0238191c58dfc11c8c1bef23bfd1b2662ebd4,11129608451833837670
0xbad4a5446adaf55347ed045f1f1cdd34a35cbb11,10755841280000000000
0xbada5ce214a4c650f7949c46effa05adeb7ae4e5,10716238403650981721
0xbad31f663ff29914562bf9f7edc48524ad5afbed,10643851104692016228
0xbad5574defb7deaa39d5580ea4462f33a423e1c8,10523850620000000000
0xbad129496057cb33ea985b0b52e765c87b292952,10378780550000000000
0xbad675bd352a7c39753f9c6617e82af0153d738a,10191770375584927630
0xbadfb3964332ea8906937e560d1f8d1ba7d47c63,10180124011181359367
0xbad1b417f49ba4c713a285762cb4805284aede1e,10108699234964873228
0xbadc957977bb1a2a5a70e6c0f755aff27af46407,10036500000000000000
0xbadd044e736b108450d39326ed78720f66e219c8,10020000000000000000
0xbaded8a57f28956cedd69819a9c7bfcb7210ad26,10016880261857406882
0xbadb1d168c4db55132bc5ae4784b702ea02e8a37,10010000000000000000
0xbad2583e218147a21ef3dd77faecc98137c4e1ac,10000000000000000000
0xbadb90f74053b3fa684f006576138105deeadd89,10000000000000000000
0xbad148c22fce296b0a52b9e463dc22b63322919f,9821940911712162696
0xbad1c24d2a04aef2713f4d95cc9fb42303a61b9c,9776278777354464479
0xbadce6a9155c98934aa6f8a147bf9d95f1c2c8ff,9684007500000000000
0xbad37a7dfea2aa4fa0198ee4c644632a2d7c91c2,9668890872546980416
0xbad5a4c3b54449a94d3a5d7519dd8c91f01e08fc,9360652398998782577
0xbadbaea798911bb0740b7e20dcebe6bbea893e1e,9000604437207906000
0xbad2da9650d68cda5781f84967027c78f7557b4b,8999454000000000000
0xbad2849fb4b5b41f2d55e98950dbafc90d607f49,8996963622600000000
0xbad7d17dbc360ddc91c3dc8485bc1fe351976c5d,8926107950531162600
0xbade8b95e447508a261375f289d19ec47efce781,8807301417462202108
0xbaddb1bfe80ce0422e3eebe96f5d132d1a0d0bd1,8607618760000000000
0xbad41d7a517f9b52459d3394e8d078c1b7c9b516,8233071583654097614
0xbad232484f62e032ebef7925b547e69ad8688a09,8098072119060000000
0xbadf060b06e64f042cfcf06c392ca57db8c79647,8061054121000000000
0xbadc58f8749dd34f86f24dfbc5fc51a18b98083d,7861672165548161962
0xbadc79a93205a6d1c4f73e06a007b026fc366b02,7764375080000000000
0xbad4936054df3e20c91ff518329aa995316342cf,7514550278838975776
0xbad750b3e38fc485fb8ea37b57d47b25983842f3,7501379120000000000
0xbadb844dfb0ec559aaf3645b52ec3db0e0a3e124,7230807720806518398
0xbad13d929c62e47ad5a83efa1795197f8aa9ad08,7196880122918999986
0xbad901918e1407d29140ed886108d06b27dc5139,7149228510240000000
0xbad3319b61c28107bb52cf754d5ed66464e1cfa7,7127730160000000000
0xbadb2c95988d936f970da970a5c9d2b6dd248d2d,7061902695000000000
0xbadd65ebb104cf2769e73b13ae83fd3f2750a2d3,7010018880000000000
0xbadb78bbfc5d8cb83cf8256a858658afe33b63fd,7000000000000000000
0xbad60f820caa528cdb0681dd4f78fa2a753d2b4b,6928610430000000000
0xbad719bd4836e5b564fd74678a14c9a38b73bffc,6879450530092642000
0xbadffcb79efe57e954fd79621b29b0c2dc170171,6876450633859251768
0xbadf0fa2e85cb697cd5beeb49a4e9ca8c2071980,6872300695000000000
0xbad9430afe030daf536a03cd922bfe7c13931ba4,6829358385011565429
0xbad8e7aee69f6cc19624073d715945c83e2f39f7,6820642500000000000
